,poa_global,poa_direct,poa_diffuse,poa_sky_diffuse,poa_ground_diffuse,temp_air
2020-01-01 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-01 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-01 17:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-01 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-01 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-01 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-01 19:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-01 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-01 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-01 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-01 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-01 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-01 22:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-01 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-01 23:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 01:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 02:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 03:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 04:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 05:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 06:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 07:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 08:30:00+00:00,0.5507460171663582,0.10436469320698126,0.4463813239593769,0.4463813239593769,0.0,20.0
2020-01-02 09:00:00+00:00,18.160877380896178,8.394739295051039,9.766138085845139,9.766138085845139,0.0,20.0
2020-01-02 09:30:00+00:00,54.679595984243754,33.00541534558122,21.674180638662534,21.674180638662534,0.0,20.0
2020-01-02 10:00:00+00:00,94.42939179426493,63.87071218660281,30.55867960766212,30.55867960766212,0.0,20.0
2020-01-02 10:30:00+00:00,129.85809253184792,93.14864437553099,36.709448156316924,36.709448156316924,0.0,20.0
2020-01-02 11:00:00+00:00,157.66374353282347,116.8542162015598,40.80952733126368,40.80952733126368,0.0,20.0
2020-01-02 11:30:00+00:00,176.20632501956578,132.92296313132618,43.2833618882396,43.2833618882396,0.0,20.0
2020-01-02 12:00:00+00:00,184.64528883694368,140.2932850048779,44.352003832065776,44.352003832065776,0.0,20.0
2020-01-02 12:30:00+00:00,182.6444044393427,138.5427886469828,44.101615792359894,44.101615792359894,0.0,20.0
2020-01-02 13:00:00+00:00,170.281370321835,127.7688180546402,42.51255226719479,42.51255226719479,0.0,20.0
2020-01-02 13:30:00+00:00,148.06727204589785,108.61458318021712,39.45268886568073,39.45268886568073,0.0,20.0
2020-01-02 14:00:00+00:00,117.0954106584589,82.46196751164582,34.63344314681308,34.63344314681308,0.0,20.0
2020-01-02 14:30:00+00:00,79.48403879887292,51.953389839138076,27.53064895973484,27.53064895973484,0.0,20.0
2020-01-02 15:00:00+00:00,39.6916834222888,22.266210957028537,17.42547246526026,17.42547246526026,0.0,20.0
2020-01-02 15:30:00+00:00,8.232864201414612,3.0885801064291765,5.144284094985435,5.144284094985435,0.0,20.0
2020-01-02 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 17:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 19:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 22:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-02 23:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-03 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-03 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-03 01:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-03 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-03 02:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-03 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-03 03:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-03 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-03 04:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-03 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-03 05:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-03 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-01-03 06:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
